"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"0","237.36364020705798","58.225588406506844","4.721905257319033","-0.31197865973435573","0.02734375","0.03466796875","0.02001953125","1300","0.00018804695804234065","0.0","0.00018804695804234065","0.00018804695804234065","","","true"
"1","158.45256790461264","327.29701968961507","4.815136886686477","-0.3097440319777085","0.027099609375","0.03173828125","0.0224609375","1300","0.0003834363833383786","0.0","0.0003834363833383786","0.0003834363833383786","1_0:0.00660001687826145","1_0:660","true"
"2","290.2202179468472","284.05535886090513","4.609656708225","-0.3090875180776862","0.0078125","0.009765625","0.005859375","1300","0.000419289545077163","0.0","0.000419289545077163","0.000419289545077163","2_1:0.007093998786946498","2_1:660","true"
"3","366.26759284804547","391.6436882299018","4.875546361672497","-0.30968652168552707","0.022216796875","0.009765625","0.03466796875","1300","0.00014826574885901895","0.0","0.00014826574885901895","0.00014826574885901895","3_2:0.013888002434591262","3_2:660","true"
"4","172.24369977361226","171.70368343098505","4.818169983483916","-0.3103713081153928","0.016357421875","0.01513671875","0.017578125","1300","0.00019440528087915124","0.0","0.00019440528087915124","0.00019440528087915124","4_3:0.003411418216203721;4_5:0.002973485329597958;4_15:0.01076208494917702","4_3:660;4_5:660;4_15:660","true"
"5","258.14772575150556","267.6628755006464","4.7341547310763685","-0.3114518235315779","0.197021484375","0.00390625","0.39013671875","1300","0.00013163867050608897","0.0","0.00013163867050608897","0.00013163867050608897","","","true"
"6","212.18952991179304","90.53740553797694","4.876291127043162","-0.30918835047116894","0.010498046875","0.00634765625","0.0146484375","1300","0.000188113964029671","0.0","0.000188113964029671","0.000188113964029671","6_5:0.005981105699639777;6_7:0.007883533744225957","6_5:660;6_7:660","true"
"7","310.7201208482779","309.010090718401","4.967503228716928","-0.30745739300983294","0.012939453125","0.01220703125","0.013671875","1300","0.0003457645491457836","0.0","0.0003457645491457836","0.0003457645491457836","7_8:0.006443935821086211","7_8:660","true"
"8","376.01797226425316","236.3117581786686","4.902360994902699","-0.30837827664687645","0.01513671875","0.01025390625","0.02001953125","1300","0.00032117130196216944","0.0","0.00032117130196216944","0.00032117130196216944","8_9:0.010296242989408733","8_9:660","true"
"9","381.9763169811488","202.9426686557241","4.987233567312411","-0.3080310587566364","0.006591796875","0.00634765625","0.0068359375","1300","0.0003429362528298667","0.0","0.0003429362528298667","0.0003429362528298667","","","true"
"10","170.16594938485383","245.74215191039465","4.831527244497341","-0.3097434424405673","0.021728515625","0.02099609375","0.0224609375","1300","0.0002949792858056203","0.0","0.0002949792858056203","0.0002949792858056203","10_9:0.011047198239860945;10_11:0.014721290103778983","10_9:660;10_11:660","true"
"11","205.7224190331731","434.74928590199846","4.9723887191418505","-0.307214316560019","0.16357421875","0.17626953125","0.15087890625","1300","0.0006351254630367663","0.0","0.0006351254630367663","0.0006351254630367663","11_12:0.01388740984268888","11_12:660","true"
"12","398.5880112562948","186.63907947367287","4.936321850521629","-0.3079608272575031","0.020751953125","0.017578125","0.02392578125","1300","0.0006467608135728522","0.0","0.0006467608135728522","0.0006467608135728522","12_17:0.03155497566987342","12_17:660","true"
"13","252.9946090284145","103.82802035378027","5.005803758042261","-0.3067650398842775","0.02734375","0.01513671875","0.03955078125","1300","0.00023794615083585157","0.0","0.00023794615083585157","0.00023794615083585157","13_12:0.011232999471252447","13_12:660","true"
