"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"0","348.22632730158","133.0414971795841","4.635645911628894","-0.3132760394092362","0.021240234375","0.00927734375","0.033203125","1216","0.0001961839880885258","0.0","0.0001961839880885258","0.0001961839880885258","","","true"
"1","415.2419571983884","217.30031917799442","4.736290508576716","-0.3129180725120383","0.05712890625","0.03173828125","0.08251953125","1216","0.00013256262324530757","0.0","0.00013256262324530757","0.00013256262324530757","1_0:0.005851904505383088;1_2:0.00493850961973713","1_0:533;1_2:533","true"
"2","238.4941461960121","222.12806030900234","4.819182779280572","-0.3112951524093254","0.024658203125","0.01953125","0.02978515625","1216","0.0002045013919286842","0.0","0.0002045013919286842","0.0002045013919286842","","","true"
"3","343.74990298291544","299.93865709237514","4.747174446719007","-0.3111534699659636","0.0185546875","0.01904296875","0.01806640625","1216","0.00019241587558279922","0.0","0.00019241587558279922","0.00019241587558279922","3_2:0.007768257320773131","3_2:533","true"
"4","420.4598382725692","192.44484206910215","4.787866221366671","-0.31094540176555985","0.067138671875","0.009765625","0.12451171875","1216","0.00010118728013048546","0.0","0.00010118728013048546","0.00010118728013048546","4_3:0.005970949037420514;4_15:0.0035417003176987927","4_3:533;4_15:533","true"
"5","172.75909991425792","313.39481316694383","4.850831096268498","-0.31056606217183785","0.073974609375","0.11962890625","0.0283203125","1216","1.0","0.0","1.0","1.0","5_4:0.008401971217081527","5_4:533","true"
"6","237.40349651795418","148.982450727794","4.899516941911317","-0.3090557835234433","0.063720703125","0.025390625","0.10205078125","1216","0.0002982541843456441","0.0","0.0002982541843456441","0.0002982541843456441","6_5:0.008801584968515797","6_5:533","true"
"7","216.72999698063313","88.2381789454377","4.755929759402764","-0.31100390518358323","0.0537109375","0.01123046875","0.09619140625","1216","0.00011933983726344055","0.0","0.00011933983726344055","0.00011933983726344055","7_6:0.011577787345884882;7_8:0.009437350196043581","7_6:533;7_8:533","true"
"8","394.1651058571488","17.282471331162924","4.812559610735593","-0.31334511346081884","0.084228515625","0.11767578125","0.05078125","1216","1.0","0.0","1.0","1.0","8_9:0.015865189578256833","8_9:533","true"
"9","291.84655218305363","29.266545550413372","4.637636860846605","-0.29264088813258476","0.0478515625","0.052734375","0.04296875","1216","0.003574407966064616","0.0","0.003574407966064616","0.003574407966064616","","","true"
"10","275.8528323659822","178.27734369890143","4.8044066994255505","-0.31122742580861","0.008056640625","0.0078125","0.00830078125","1216","0.00019575696091136515","0.0","0.00019575696091136515","0.00019575696091136515","10_9:0.018242968692090522;10_11:0.0052262509379905064","10_9:533;10_11:533","true"
"11","350.1258866414176","93.471558791118","4.7433170728783915","-0.31179417408967897","0.0126953125","0.01611328125","0.00927734375","1216","0.00017356237532461968","0.0","0.00017356237532461968","0.00017356237532461968","11_12:0.006623200608416979","11_12:533","true"
"12","482.873469501801","321.70710585273685","4.625986302363571","-0.31372359565205904","0.2919921875","0.537109375","0.046875","1216","0.00020405720501120102","0.0","0.00020405720501120102","0.00020405720501120102","12_13:0.00900866751928614","12_13:533","true"
"13","300.48106877962385","288.84502044247296","4.5569617368821325","-0.31377871528415735","0.0361328125","0.01953125","0.052734375","1216","0.0003441290618945735","0.0","0.0003441290618945735","0.0003441290618945735","","","true"
"14","262.62408162006733","65.90847851391685","4.510058593073542","-0.3157712274724498","0.04736328125","0.0302734375","0.064453125","1216","0.00022147369207902134","0.0","0.00022147369207902134","0.00022147369207902134","14_0:0.010135776076222847;14_18:0.009653946066326469","14_0:533;14_18:533","true"
"15","473.318692112023","440.4909298990246","4.599048492740018","-0.32044986829453664","0.071044921875","0.068359375","0.07373046875","1216","0.0001525372385541963","0.0","0.0001525372385541963","0.0001525372385541963","","","true"
"16","283.4225771031612","58.67879714747463","4.937434443355062","-0.3088315131283205","0.043212890625","0.037109375","0.04931640625","1216","0.0007872521657116139","0.0","0.0007872521657116139","0.0007872521657116139","16_8:0.010817067119302637","16_8:533","true"
"17","268.5331195522121","18.737652324842994","4.752771030791463","-0.31153154230934604","0.014404296875","0.01513671875","0.013671875","1216","0.00010893376613447232","0.0","0.00010893376613447232","0.00010893376613447232","17_12:0.00563954585704024;17_30:0.004148686921278566","17_12:590;17_30:590","true"
"18","65.29011553729471","19.33440707842505","4.6593614541699555","-0.2892599847835004","0.05419921875","0.03369140625","0.07470703125","1216","0.00032155227822343183","0.0","0.00032155227822343183","0.00032155227822343183","18_19:0.01370515721579696","18_19:533","true"
"19","511.67649949839756","89.93613953583974","4.820725388041141","-0.31198328628677313","0.029052734375","0.02685546875","0.03125","1216","0.00020234838427607028","0.0","0.00020234838427607028","0.00020234838427607028","19_20:0.005015945255765375","19_20:533","true"
"20","313.70816904854763","95.63360615547289","4.738287703215153","-0.3119696404967832","0.041015625","0.04248046875","0.03955078125","1216","0.00016101323524655097","0.0","0.00016101323524655097","0.00016101323524655097","20_33:0.00841466819721215","20_33:533","true"
"21","447.2243568803627","24.046172401404295","4.77389176144281","-0.3114254225761893","0.024169921875","0.01953125","0.02880859375","1216","0.0002178474413296044","0.0","0.0002178474413296044","0.0002178474413296044","21_20:0.008824283272613087;21_22:0.010913840183708667","21_20:533;21_22:803","true"
"22","359.00131242860493","263.4868248858239","4.668472806652","-0.31331663183442576","0.035888671875","0.0302734375","0.04150390625","1216","0.00026830266049581103","0.0","0.00026830266049581103","0.00026830266049581103","22_15:0.006645428130361453","22_15:590","true"
"23","397.2513251446671","96.48422229861978","4.758099703037872","-0.31173856129806604","0.034912109375","0.03369140625","0.0361328125","1216","0.00029550942010924276","0.0","0.00029550942010924276","0.00029550942010924276","23_22:0.006707052261931856;23_24:0.01073657184842669","23_22:533;23_24:533","true"
"24","409.5294604102845","41.22639880661364","4.611455658406623","-0.31354982608399573","0.020751953125","0.0166015625","0.02490234375","1216","0.00021914727814955644","0.0","0.00021914727814955644","0.00021914727814955644","","","true"
"25","289.1566800939038","489.3475446096587","4.731621476217847","-0.3122550841543125","0.02197265625","0.0234375","0.0205078125","1216","0.00016147749469655798","0.0","0.00016147749469655798","0.00016147749469655798","25_24:0.004755575476943108","25_24:533","true"
"26","287.70061338692153","188.8154524448787","4.777324098981103","-0.31228117808626144","0.00732421875","0.00732421875","0.00732421875","1216","0.0001637424690990022","0.0","0.0001637424690990022","0.0001637424690990022","26_16:0.014868377485907303;26_25:0.004023995535939184;26_27:0.004934607631443155","26_16:533;26_25:533;26_27:533","true"
"27","388.2762619441358","144.14798034834266","4.680349993186711","-0.31282791406798793","0.014892578125","0.0185546875","0.01123046875","1216","0.0001931299371117026","0.0","0.0001931299371117026","0.0001931299371117026","","","true"
"28","222.17743196100196","62.807526984685786","4.743350774009821","-0.27186381179166696","0.042236328125","0.03662109375","0.0478515625","1216","0.001466788781062374","0.0","0.001466788781062374","0.001466788781062374","28_27:0.009808762446203545","28_27:533","true"
"29","396.1920328319572","170.57417845215284","4.791727319673626","-0.32426284330226407","0.01123046875","0.01416015625","0.00830078125","1216","0.00012552061577120047","0.0","0.00012552061577120047","0.00012552061577120047","29_28:0.013915071451487904;29_30:0.0037797549780722584","29_28:533;29_30:533","true"
"30","267.1550095919872","210.94104425718965","4.692923953230028","-0.3126801438234927","0.010986328125","0.01318359375","0.0087890625","1216","0.00015829349945812435","0.0","0.00015829349945812435","0.00015829349945812435","","","true"
"31","217.92527676254107","40.56679716549198","5.057523672112257","-0.3070059221402992","0.0126953125","0.01171875","0.013671875","1216","0.00016367272953423105","0.0","0.00016367272953423105","0.00016367272953423105","31_30:0.011692718823013037;31_32:0.003572255129342783","31_30:533;31_32:533","true"
"32","270.0726433832404","214.33635517738412","4.92996957150263","-0.30828223495463736","0.023681640625","0.015625","0.03173828125","1216","0.00011984893157155657","0.0","0.00011984893157155657","0.00011984893157155657","32_36:0.0037638390555591594","32_36:533","true"
"33","273.72459976424153","353.85354450260115","4.677510684752724","-0.3137282279838826","0.01416015625","0.0126953125","0.015625","1216","0.0001383918149253437","0.0","0.0001383918149253437","0.0001383918149253437","33_39:0.005437275610249703","33_39:533","true"
"34","138.246876538237","104.75126561223725","4.71052680103077","-0.28769666514137593","0.134521484375","0.15771484375","0.111328125","1216","0.000369618312830596","0.0","0.000369618312830596","0.000369618312830596","34_24:0.007556607832940598","34_24:533","true"
"35","235.8893043688156","59.27593200208792","4.914523281380685","-0.30919638014483275","0.01123046875","0.0107421875","0.01171875","1216","0.0002634216865833845","0.0","0.0002634216865833845","0.0002634216865833845","35_28:0.011609619270776417;35_47:0.006600831825392284","35_28:533;35_47:533","true"
"36","317.05082953834903","89.9498079096759","4.8539992593390195","-0.31028310857915326","0.00927734375","0.00927734375","0.00927734375","1216","0.00010333134308857359","0.0","0.00010333134308857359","0.00010333134308857359","36_51:0.003928961626087635","36_51:533","true"
"37","444.89093956248524","32.209635139134605","4.593851344972095","-0.315389846608389","0.0478515625","0.03173828125","0.06396484375","1216","0.00029920129087756837","0.0","0.00029920129087756837","0.00029920129087756837","37_38:0.01219548518457092","37_38:533","true"
"38","420.9176262374921","113.97400089774834","4.485814531295714","-0.31593779214327095","0.034423828125","0.02490234375","0.0439453125","1216","0.0003933027977731949","0.0","0.0003933027977731949","0.0003933027977731949","38_39:0.006856967905528921","38_39:533","true"
"39","556.073351636526","135.6379111211415","4.574233946324932","-0.3140308325815774","0.0380859375","0.02685546875","0.04931640625","1216","0.00011691236168488974","0.0","0.00011691236168488974","0.00011691236168488974","","","true"
"40","234.33708453680552","260.2986254703058","4.7055083678355984","-0.31264268217270236","0.00732421875","0.00830078125","0.00634765625","1216","0.0001327508677647936","0.0","0.0001327508677647936","0.0001327508677647936","40_39:0.0032778200731825025","40_39:590","true"
"41","259.5173716847309","324.6029802125081","4.814554597163556","-0.3126369186509598","0.012939453125","0.01513671875","0.0107421875","1216","0.0012273523821365647","0.0","0.0012273523821365647","0.0012273523821365647","41_40:0.013636566435015374;41_53:0.00668080234674856","41_40:533;41_53:533","true"
"42","515.5438045094523","285.24347609809496","4.654629530556356","-0.3142873185900896","0.05810546875","0.0556640625","0.060546875","1216","0.0007746868522829413","0.0","0.0007746868522829413","0.0007746868522829413","42_41:0.010356130436297073","42_41:533","true"
"43","373.29230893030893","208.93219378867116","4.755139749619963","-0.31327741535760273","0.01513671875","0.01416015625","0.01611328125","1216","0.00033845684603142135","0.0","0.00033845684603142135","0.00033845684603142135","43_34:0.00869329796799373;43_42:0.012382169317434022;43_44:0.007553692850713278","43_34:533;43_42:533;43_44:533","true"
"44","222.2796849613063","276.1955734515179","4.868099107145609","-0.3104963912007421","0.008056640625","0.0078125","0.00830078125","1216","0.00019502413171797523","0.0","0.00019502413171797523","0.00019502413171797523","","","true"
