"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"0","304.3866080378714","97.05261511195522","4.635649684403261","-0.3132760394092362","0.01611328125","0.01025390625","0.02197265625","1216","0.0001961839880885258","0.0","0.0001961839880885258","0.0001961839880885258","","","true"
"1","287.05400143465573","369.3409464335482","4.736288144868368","-0.3129180725120383","0.014404296875","0.00439453125","0.0244140625","1216","0.00013256262324530757","0.0","0.00013256262324530757","0.00013256262324530757","1_0:0.005851904505383088;1_2:0.00493850961973713","1_0:533;1_2:533","true"
"2","231.50774499686628","194.40542841539798","4.819183440857051","-0.3112951524093254","0.01806640625","0.01318359375","0.02294921875","1216","0.0002045013919286842","0.0","0.0002045013919286842","0.0002045013919286842","","","true"
"3","340.6526839094919","322.27732506028343","4.747181100193297","-0.3111534699659636","0.026123046875","0.01171875","0.04052734375","1216","0.00019241587558279922","0.0","0.00019241587558279922","0.00019241587558279922","3_2:0.007768257320773131","3_2:533","true"
"4","151.43067984652689","192.44484206910215","4.787857376094546","-0.31094540176555985","0.057373046875","0.01708984375","0.09765625","1216","0.00010118728013048546","0.0","0.00010118728013048546","0.00010118728013048546","4_3:0.005970949037420514;4_15:0.0035417003176987927","4_3:533;4_15:533","true"
"5","172.75909991425792","78.91898308667757","4.85081142700897","-0.31056606217183785","0.04296875","0.01904296875","0.06689453125","1216","1.0","0.0","1.0","1.0","5_4:0.008401971217081527","5_4:533","true"
"6","237.40349651795418","44.44146850625187","4.8995159695414054","-0.3090557835234433","0.2509765625","0.00927734375","0.49267578125","1216","0.0002982541843456441","0.0","0.0002982541843456441","0.0002982541843456441","6_5:0.008801584968515797","6_5:533","true"
"7","283.4162508384161","19.59638837337854","4.755904619017042","-0.31100390518358323","0.068115234375","0.0244140625","0.11181640625","1216","0.00011933983726344055","0.0","0.00011933983726344055","0.00011933983726344055","7_6:0.011577787345884882;7_8:0.009437350196043581","7_6:533;7_8:533","true"
"8","394.1651058571488","17.282471331162924","4.812531480182586","-0.31334511346081884","0.070068359375","0.06201171875","0.078125","1216","1.0","0.0","1.0","1.0","8_9:0.015865189578256833","8_9:533","true"
"9","291.84655218305363","56.346802819290396","4.637397932199967","-0.29264088813258476","0.16943359375","0.0244140625","0.314453125","1216","0.003574407966064616","0.0","0.003574407966064616","0.003574407966064616","","","true"
"10","284.85495482019894","156.64151564343288","4.804399705962369","-0.31122742580861","0.029052734375","0.04248046875","0.015625","1216","0.00019575696091136515","0.0","0.00019575696091136515","0.00019575696091136515","10_9:0.018242968692090522;10_11:0.0052262509379905064","10_9:533;10_11:533","true"
"11","246.50370360530343","71.37157216318131","4.743306219609479","-0.31179417408967897","0.0087890625","0.0078125","0.009765625","1216","0.00017356237532461968","0.0","0.00017356237532461968","0.00017356237532461968","11_12:0.006623200608416979","11_12:533","true"
"12","418.98429111900424","278.61963011206757","4.626002742235595","-0.31372359565205904","0.053955078125","0.01708984375","0.0908203125","1216","0.00020405720501120102","0.0","0.00020405720501120102","0.00020405720501120102","12_13:0.00900866751928614","12_13:533","true"
"13","463.6055467163752","271.78454916116345","4.556946604873287","-0.31377871528415735","0.110107421875","0.00390625","0.21630859375","1216","0.0003441290618945735","0.0","0.0003441290618945735","0.0003441290618945735","","","true"
"14","262.62408162006733","69.81740036091193","4.5100658377673035","-0.3157712274724498","0.040283203125","0.03271484375","0.0478515625","1216","0.00022147369207902134","0.0","0.00022147369207902134","0.00022147369207902134","14_0:0.010135776076222847;14_18:0.009653946066326469","14_0:533;14_18:533","true"
