"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"0","237.36364020705798","54.13592945185757","4.7219091968976885","-0.31197865973435573","0.033447265625","0.01953125","0.04736328125","1300","0.00018804695804234065","0.0","0.00018804695804234065","0.00018804695804234065","","","true"
"1","336.39913815951826","316.37737332327737","4.815130160168925","-0.3097440319777085","0.0224609375","0.01904296875","0.02587890625","1300","0.0003834363833383786","0.0","0.0003834363833383786","0.0003834363833383786","1_0:0.00660001687826145","1_0:660","true"
"2","318.0774135635512","176.57734144849388","4.609664937645772","-0.3090875180776862","0.0087890625","0.0126953125","0.0048828125","1300","0.000419289545077163","0.0","0.000419289545077163","0.000419289545077163","2_1:0.007093998786946498","2_1:660","true"
"3","316.60157656305256","422.23079643897563","4.8755442599106145","-0.30968652168552707","0.032470703125","0.00830078125","0.056640625","1300","0.00014826574885901895","0.0","0.00014826574885901895","0.00014826574885901895","3_2:0.013888002434591262","3_2:660","true"
"4","226.28490752797998","171.4920610428953","4.8181985804793035","-0.3103713081153928","0.017822265625","0.025390625","0.01025390625","1300","0.00019440528087915124","0.0","0.00019440528087915124","0.00019440528087915124","4_3:0.003411418216203721;4_5:0.002973485329597958;4_15:0.01076208494917702","4_3:660;4_5:660;4_15:660","true"
"5","230.5395741688988","324.96724220362074","4.734142827816344","-0.3114518235315779","0.005859375","0.00830078125","0.00341796875","1300","0.00013163867050608897","0.0","0.00013163867050608897","0.00013163867050608897","","","true"
"6","102.74950566162829","75.27594269851829","4.876261838495472","-0.30918835047116894","0.006591796875","0.00537109375","0.0078125","1300","0.000188113964029671","0.0","0.000188113964029671","0.000188113964029671","6_5:0.005981105699639777;6_7:0.007883533744225957","6_5:660;6_7:660","true"
"7","280.0514314179677","301.6852822616928","4.967500211780717","-0.30745739300983294","0.015625","0.0068359375","0.0244140625","1300","0.0003457645491457836","0.0","0.0003457645491457836","0.0003457645491457836","7_8:0.006443935821086211","7_8:660","true"
"8","365.6820454448845","154.64389560175226","4.902362464841321","-0.30837827664687645","0.01171875","0.00830078125","0.01513671875","1300","0.00032117130196216944","0.0","0.00032117130196216944","0.00032117130196216944","8_9:0.010296242989408733","8_9:660","true"
"9","296.9277242818336","115.28040306513121","4.987233329205424","-0.3080310587566364","0.008056640625","0.00537109375","0.0107421875","1300","0.0003429362528298667","0.0","0.0003429362528298667","0.0003429362528298667","","","true"
"10","122.07452759952221","145.19765446198156","4.831528628398137","-0.3097434424405673","0.010986328125","0.015625","0.00634765625","1300","0.0002949792858056203","0.0","0.0002949792858056203","0.0002949792858056203","10_9:0.011047198239860945;10_11:0.014721290103778983","10_9:660;10_11:660","true"
"11","226.77783796671147","223.7262917462026","4.972392185033214","-0.307214316560019","0.03466796875","0.02734375","0.0419921875","1300","0.0006351254630367663","0.0","0.0006351254630367663","0.0006351254630367663","11_12:0.01388740984268888","11_12:660","true"
"12","273.4244864746681","111.6411551820433","4.936314368811501","-0.3079608272575031","0.011962890625","0.009765625","0.01416015625","1300","0.0006467608135728522","0.0","0.0006467608135728522","0.0006467608135728522","12_17:0.03155497566987342","12_17:660","true"
"13","262.08343885520276","82.06606934948616","5.0058044503547565","-0.3067650398842775","0.01708984375","0.01171875","0.0224609375","1300","0.00023794615083585157","0.0","0.00023794615083585157","0.00023794615083585157","13_12:0.011232999471252447","13_12:660","true"
